passage_id,chapter,chapter_num,chapter_short,section,subsection,heading,matrix_section,page,kind,text,word_count,cluster,cluster_name,x,y,neighbors,neighbor_sims,section_typicality
p0576,Part 10: Majors and Courses,10,P10 Majors,Majors (listed in alphabetical order),Global Cultural Studies with tracks in World History and World Literature,Electives,Global Cultural Studies,155,table,"Electives: HIST 114 Modern South Asia (4 credits); MEDIART 114 Film Musicals and Musical Films (2 credits); CULMOVE 115 Displacement and Identity: Stories of Diasporic Migration in China and the World (2 credits); HIST 115 Brides of the Sea: Trading Cities in the Indian Ocean World, 200BCE to 2000CE (2 credits); HIST 116 Mughal India Through the Eyes of European Travelers (2 credits); HIST 121 Pan-Africanism: Global Story of an American Idea (2 credits); HIST 204 Asia in World History (4 credits); CULMOVE 206 Ethnic and Religious Diversity in the Middle East (4 credits); HIST 206 World History in Seven Meals (2 credits); HIST 209 Refugees and War since 1914 (4 credits); MEDIART 215 Documenting City Life (2 credits); CULANTH 214/POLSCI 214 Authoritarianism and the Struggle for Democracy in Latin America (4 credits); GCULS 305 Translation for Stage and Screen (4 credits); CULANTH 306 Borders, Boundaries and Ethnic Peoples in China (4 credits); POLSCI 312 Islamic Political Thought (4 credits); HIST 314 Writing the History of War (4 credits); HIST 315/ CULANTH 315 Why Be a Bandit? (4 credits);",179,0,Humanities & Social Sci. Electives,10.4674,6.6803,p0476|p0477|p0545|p0582|p0473,0.932|0.770|0.713|0.705|0.702,0.7946000099182129
p0577,Part 10: Majors and Courses,10,P10 Majors,Majors (listed in alphabetical order),Global Cultural Studies with tracks in World History and World Literature,Electives,Global Cultural Studies,155,table,HIST 317 The Global First World War (4 credits); MEDIART 405/ GCULS 405 The Curatorial: Theory and Practice (4 credits); HIST 411 Seeing History from the Mountains and the Seas: Ethnographic histories of Asia (4 credits); HIST 412 Global Labor History (4 credits),43,3,Humanities & Social Sci. Major Courses,10.4751,6.5085,p0473|p0477|p0576|p0474|p0476,0.713|0.701|0.655|0.651|0.638,0.6876999735832214
p0580,Part 10: Majors and Courses,10,P10 Majors,Majors (listed in alphabetical order),Global Cultural Studies with tracks in World History and World Literature,Disciplinary Courses,Global Cultural Studies,156,table,Disciplinary Courses: LIT 203 Reading Empire (4 credits); LIT 209 Critical Inter-Asia: Rethinking Local and Global Connections (4 credits); LIT 214 Introduction to Literary Research Writ Large (4 credits); And two 4-credit courses (300 level or above) from World Literature Electives (8 credits),43,3,Humanities & Social Sci. Major Courses,9.9658,6.927,p0720|p0722|p0473|p0445|p0582,0.828|0.715|0.692|0.688|0.680,0.7940999865531921
p0582,Part 10: Majors and Courses,10,P10 Majors,Majors (listed in alphabetical order),Global Cultural Studies with tracks in World History and World Literature,Electives,Global Cultural Studies,157,table,"Electives: GCULS 106 Our Cities and Ourselves (2 credits); GCULS 107 Berlin-Paris: Sex, Cigarettes, and the Meaning of Life (2 credits); LIT 107 From Data to Narrative: A Workshop in Non-fiction Writing (2 credits); GCULS 108 Science, Culture, and Politics (2 credits); LIT 109 Writing Stories for Children (2 credits); MEDIART 112 Race on Film (2 credits); MEDIART 114 Film Musicals and Musical Films (2 credits); CULMOVE 115 Displacement and Identity: Stories of Diasporic Migration in China and the World (2 credits); LIT 204 Online Novels and the Chinese Public Sphere (4 credits); LIT 208 From Cool Japan to the Korean Wave: Popular Culture from East Asia (4 credits); LIT 210 Robots and Monsters: Unruly Human Creations in World Literature (4 credits); LIT 211/ POLSCI 211 Politics and Literature (4 credits); LIT 212 Extinctionism: Representing the Survival of the Fittest in Literature and Culture (4 credits); LIT 213 Literature and Global Citizenship (4 credits); MEDIART 215 Documenting City Life (2 credits); GCULS 301 Religion and Sexuality (4 credits); GCULS 303 Chinatowns: A Cultural History (4 credits);",176,0,Humanities & Social Sci. Electives,9.9919,6.9988,p0722|p0647|p0583|p0653|p0476,0.773|0.765|0.717|0.716|0.713,0.8330000042915344
p0583,Part 10: Majors and Courses,10,P10 Majors,Majors (listed in alphabetical order),Global Cultural Studies with tracks in World History and World Literature,Electives,Global Cultural Studies,157,table,GCULS 304 Chinese Culture and Ideology in the 20th Century and Now (4 credits); GCULS 305 Translation for Stage and Screen (4 credits); LIT 306 Melodrama East and West (4 credits),31,0,Humanities & Social Sci. Electives,10.2385,7.0256,p0582|p0647|p0545|p0567|p0561,0.717|0.701|0.679|0.607|0.582,0.7128999829292297
p0584,Part 10: Majors and Courses,10,P10 Majors,Majors (listed in alphabetical order),Global Cultural Studies with tracks in World History and World Literature,Electives,Global Cultural Studies,158,table,"Electives: LIT 307 Digital Storytelling (4 credits); GCULS 401 Games and Culture: Politics, Pleasure and Pedagogy (4 credits); GCULS 402 Digital Tribes (4 credits); MEDIART 405 / GCULS 405 The Curatorial: Theory and Practice (4 credits)",36,3,Humanities & Social Sci. Major Courses,9.6726,7.3384,p0648|p0653|p0442|p0448|p0654,0.786|0.713|0.712|0.708|0.704,0.7735999822616577
p0585,Part 10: Majors and Courses,10,P10 Majors,Majors (listed in alphabetical order),Global Health with Tracks in Biology and Public Policy,,Global Health,159,text,"The global health major introduces students to global health as an area of study, research, and practice that places a priority on improving health and achieving equity in health for all people worldwide. A synthesis of population-based prevention with individual-level clinical care, global health aims to reduce health disparities through attention to modifiable determinants of health and provision of sustainable health services and human development. As a field of study, global health has emerged from tropical medicine, public health, and international health to encompass the complex transactions between societies that are a defining feature of globalization. Because many global health problems stem from economic, social, environmental, political, and healthcare inequalities, defining these problems and designing solutions is highly interdisciplinary and involves fields that span across health sciences, medicine, and public health, but also that bridge to a broad range of academic fields, including biology, agriculture, anthropology, business, computer science, engineering, environmental sciences, economics, history, law, psychology, public policy, and sociology, among others.",162,9,Major Overviews & Tracks,8.9771,8.2616,p0586|p0587|p0588|p0591|p0601,0.765|0.712|0.711|0.619|0.605,0.7746999859809875
p0586,Part 10: Majors and Courses,10,P10 Majors,Majors (listed in alphabetical order),Global Health with Tracks in Biology and Public Policy,,Global Health,159,text,"To introduce students to this interdisciplinary field, the global health major integrates courses in the natural and social sciences and encourages students to take relevant electives in the humanities.",29,9,Major Overviews & Tracks,9.0299,8.408,p0585|p0588|p0591|p0587|p0517,0.765|0.725|0.691|0.629|0.625,0.8256999850273132
p0587,Part 10: Majors and Courses,10,P10 Majors,Majors (listed in alphabetical order),Global Health with Tracks in Biology and Public Policy,,Global Health,159,text,"Health issues do not know borders. The advances in transportation and the increasing amount of human travel propels nations to address health issues in a timely manner and more deeply than ever before. Given the size of China’s population and its geographic location, there is no better place for students to immerse themselves in the study of global health. Every nation has faced challenges related to global health: from HIV/AIDS to Ebola, COVID-19, and SARS, as well as health issues that arise from poverty, famine and natural disasters. The opportunity for students to study these issues in China will not just provide a generation of global health experts for China itself, but also for the entire world.",117,9,Major Overviews & Tracks,8.778,8.1581,p0585|p0586|p0588|p0539|p0538,0.712|0.629|0.620|0.574|0.573,0.6527000069618225
p0588,Part 10: Majors and Courses,10,P10 Majors,Majors (listed in alphabetical order),Global Health with Tracks in Biology and Public Policy,,Global Health,159,text,"The Biology track within the Global Health major is designed for students interested in a biological perspective on global health, in particular cell and molecular biology, infectious diseases, microbiology, and anatomy and physiology. The track is designed to encourage breadth in the life sciences but also allows students to acquire depth in a chosen area of scientific concentration through the choice of electives, as is encouraged for students who desire to pursue graduate studies or intend to pursue a career in research. The Public Policy track is designed for students most interested in the social, cultural, economic, and political aspects of global health. The track provides a healthy balance between basic sciences and public policy aspects to prepare graduates for translating this knowledge into meaningful action and innovative policy solutions.",130,9,Major Overviews & Tracks,9.0345,8.5006,p0586|p0585|p0489|p0491|p0587,0.725|0.711|0.705|0.689|0.620,0.8091999888420105
p0591,Part 10: Majors and Courses,10,P10 Majors,Majors (listed in alphabetical order),Global Health with Tracks in Biology and Public Policy,Interdisciplinary Courses,Global Health,160,table,Interdisciplinary Courses: GLHLTH 101 Introduction to Global Health (4 credits); GLHLTH 201 Global Health Ethics (4 credits); GLHLTH 302 Social Determinants of Health (4 credits); And choose one from the following three courses; GLHLTH 203 Global Disease Control Programs and Policies (4 credits); GLHLTH 303 Global Comparative Health Care Systems (4 credits); GLHLTH 304 Global Health Governance and Policy (4 credits); And choose one from the following four courses; GLHLTH 110 Ecosystem Health and Human Well-Being (4 credits),78,6,STEM Course Requirements,9.8449,8.7828,p0592|p0572|p0586|p0495|p0521,0.857|0.721|0.691|0.683|0.664,0.8510000109672546
p0592,Part 10: Majors and Courses,10,P10 Majors,Majors (listed in alphabetical order),Global Health with Tracks in Biology and Public Policy,Interdisciplinary Courses,Global Health,161,table,Interdisciplinary Courses: GLHLTH 305 Biological Basis of Disease (4 credits); GLHLTH 306 Evolution of Health and Disease (4 credits); GLHLTH 307 Global Mental Health (4 credits),26,6,STEM Course Requirements,10.0594,8.9765,p0591|p0595|p0665|p0677|p0682,0.857|0.692|0.686|0.675|0.670,0.8319000005722046
p0595,Part 10: Majors and Courses,10,P10 Majors,Majors (listed in alphabetical order),Global Health with Tracks in Biology and Public Policy,Electives,Global Health,161,table,"Electives: BIOL 203 Molecular, Behavioral and Social Evolution: Evolution of Genomes, Traits, Behaviors and Societies (4 credits); GLHLTH 301 Global Health Research Methods (4 credits); INFOSCI 302 Introduction to Geographical Information Science (4 credits); BIOL 306 Cell Signaling and Diseases (4 credits); ENVIR 306 Water Pollution (4 credits); BIOL 307 Cancer Genetics (4 credits)",54,6,STEM Course Requirements,10.8262,10.5678,p0503|p0679|p0685|p0498|p0668,0.934|0.912|0.895|0.845|0.843,0.8285999894142151
p0596,Part 10: Majors and Courses,10,P10 Majors,Majors (listed in alphabetical order),Global Health with Tracks in Biology and Public Policy,Electives,Global Health,162,table,Electives: BIOL 308 Evolution of Infectious Diseases (4 credits); BIOL 309 Comparative Vertebrate Anatomy (4 credits); BIOL 310 Developmental Biology (4 credits),22,6,STEM Course Requirements,10.7268,10.6692,p0679|p0685|p0668|p0595|p0503,0.853|0.845|0.821|0.809|0.803,0.7037000060081482
p0597,Part 10: Majors and Courses,10,P10 Majors,Majors (listed in alphabetical order),Global Health with Tracks in Biology and Public Policy,Divisional Foundation Courses,Global Health,163,table,Divisional Foundation Courses: SOSC 101 Foundational Questions in Social Science (4 credits); SOSC 102 Introduction to Research Methods (4 credits); BIOL 110 Integrated Science - Biology (4 credits); And choose one of the following two math courses; MATH 101 Introductory Calculus (4 credits); MATH 105 Calculus (4 credits),48,6,STEM Course Requirements,9.0401,10.4425,p0509|p0605|p0547|p0449|p0419,0.958|0.947|0.933|0.906|0.888,0.6933000087738037
